;test_accuracy;Epoch;train-saturation_conv1;train-saturation_layer1-0-conv1;train-saturation_layer1-0-conv2;train-saturation_layer1-0-conv3;train-saturation_layer1-0-shortcut-0;train-saturation_layer1-1-conv1;train-saturation_layer1-1-conv2;train-saturation_layer1-1-conv3;train-saturation_layer1-2-conv1;train-saturation_layer1-2-conv2;train-saturation_layer1-2-conv3;train-saturation_layer2-0-conv1;train-saturation_layer2-0-conv2;train-saturation_layer2-0-conv3;train-saturation_layer2-0-shortcut-0;train-saturation_layer2-1-conv1;train-saturation_layer2-1-conv2;train-saturation_layer2-1-conv3;train-saturation_layer2-2-conv1;train-saturation_layer2-2-conv2;train-saturation_layer2-2-conv3;train-saturation_layer2-3-conv1;train-saturation_layer2-3-conv2;train-saturation_layer2-3-conv3;train-saturation_layer3-0-conv1;train-saturation_layer3-0-conv2;train-saturation_layer3-0-conv3;train-saturation_layer3-0-shortcut-0;train-saturation_layer3-1-conv1;train-saturation_layer3-1-conv2;train-saturation_layer3-1-conv3;train-saturation_layer3-2-conv1;train-saturation_layer3-2-conv2;train-saturation_layer3-2-conv3;train-saturation_layer3-3-conv1;train-saturation_layer3-3-conv2;train-saturation_layer3-3-conv3;train-saturation_layer3-4-conv1;train-saturation_layer3-4-conv2;train-saturation_layer3-4-conv3;train-saturation_layer3-5-conv1;train-saturation_layer3-5-conv2;train-saturation_layer3-5-conv3;train-saturation_layer4-0-conv1;train-saturation_layer4-0-conv2;train-saturation_layer4-0-conv3;train-saturation_layer4-0-shortcut-0;train-saturation_layer4-1-conv1;train-saturation_layer4-1-conv2;train-saturation_layer4-1-conv3;train-saturation_layer4-2-conv1;train-saturation_layer4-2-conv2;train-saturation_layer4-2-conv3;train-saturation_linear;eval-saturation_conv1;eval-saturation_layer1-0-conv1;eval-saturation_layer1-0-conv2;eval-saturation_layer1-0-conv3;eval-saturation_layer1-0-shortcut-0;eval-saturation_layer1-1-conv1;eval-saturation_layer1-1-conv2;eval-saturation_layer1-1-conv3;eval-saturation_layer1-2-conv1;eval-saturation_layer1-2-conv2;eval-saturation_layer1-2-conv3;eval-saturation_layer2-0-conv1;eval-saturation_layer2-0-conv2;eval-saturation_layer2-0-conv3;eval-saturation_layer2-0-shortcut-0;eval-saturation_layer2-1-conv1;eval-saturation_layer2-1-conv2;eval-saturation_layer2-1-conv3;eval-saturation_layer2-2-conv1;eval-saturation_layer2-2-conv2;eval-saturation_layer2-2-conv3;eval-saturation_layer2-3-conv1;eval-saturation_layer2-3-conv2;eval-saturation_layer2-3-conv3;eval-saturation_layer3-0-conv1;eval-saturation_layer3-0-conv2;eval-saturation_layer3-0-conv3;eval-saturation_layer3-0-shortcut-0;eval-saturation_layer3-1-conv1;eval-saturation_layer3-1-conv2;eval-saturation_layer3-1-conv3;eval-saturation_layer3-2-conv1;eval-saturation_layer3-2-conv2;eval-saturation_layer3-2-conv3;eval-saturation_layer3-3-conv1;eval-saturation_layer3-3-conv2;eval-saturation_layer3-3-conv3;eval-saturation_layer3-4-conv1;eval-saturation_layer3-4-conv2;eval-saturation_layer3-4-conv3;eval-saturation_layer3-5-conv1;eval-saturation_layer3-5-conv2;eval-saturation_layer3-5-conv3;eval-saturation_layer4-0-conv1;eval-saturation_layer4-0-conv2;eval-saturation_layer4-0-conv3;eval-saturation_layer4-0-shortcut-0;eval-saturation_layer4-1-conv1;eval-saturation_layer4-1-conv2;eval-saturation_layer4-1-conv3;eval-saturation_layer4-2-conv1;eval-saturation_layer4-2-conv2;eval-saturation_layer4-2-conv3;eval-saturation_linear
121;88.75;121;0.171875;0.4375;0.859375;0.21484375;0.14453125;0.71875;0.859375;0.21484375;0.75;0.859375;0.21484375;0.609375;0.7265625;0.197265625;0.298828125;0.59375;0.8203125;0.21484375;0.6796875;0.828125;0.216796875;0.703125;0.8125;0.216796875;0.578125;0.546875;0.1728515625;0.2392578125;0.46484375;0.66015625;0.193359375;0.58203125;0.68359375;0.1962890625;0.625;0.69140625;0.1962890625;0.6640625;0.70703125;0.1962890625;0.6953125;0.73046875;0.1962890625;0.51953125;0.3671875;0.10302734375;0.11376953125;0.349609375;0.28125;0.078125;0.35546875;0.197265625;0.03564453125;0.8;0.171875;0.453125;0.859375;0.2109375;0.1484375;0.703125;0.859375;0.21484375;0.734375;0.859375;0.21484375;0.578125;0.671875;0.185546875;0.259765625;0.5390625;0.78125;0.20703125;0.6328125;0.78125;0.20703125;0.65625;0.765625;0.20703125;0.5;0.33203125;0.09375;0.1044921875;0.28125;0.39453125;0.1083984375;0.33984375;0.39453125;0.109375;0.3671875;0.3984375;0.109375;0.38671875;0.40234375;0.1083984375;0.3984375;0.41015625;0.1083984375;0.220703125;0.109375;0.02783203125;0.0283203125;0.10546875;0.09765625;0.02490234375;0.10546875;0.078125;0.0166015625;0.7
122;89.25;122;0.171875;0.4375;0.859375;0.21484375;0.140625;0.71875;0.859375;0.21484375;0.765625;0.859375;0.21484375;0.6015625;0.7265625;0.197265625;0.294921875;0.59375;0.8125;0.21484375;0.6796875;0.8203125;0.216796875;0.703125;0.8125;0.216796875;0.578125;0.546875;0.1728515625;0.236328125;0.45703125;0.65234375;0.193359375;0.578125;0.67578125;0.1953125;0.625;0.69140625;0.1962890625;0.6640625;0.7109375;0.197265625;0.6953125;0.734375;0.197265625;0.521484375;0.369140625;0.103515625;0.11376953125;0.349609375;0.2890625;0.080078125;0.361328125;0.216796875;0.0400390625;0.8;0.171875;0.453125;0.859375;0.21484375;0.1484375;0.71875;0.859375;0.21484375;0.734375;0.859375;0.21484375;0.578125;0.671875;0.185546875;0.259765625;0.5390625;0.7734375;0.20703125;0.6328125;0.78125;0.208984375;0.65625;0.765625;0.20703125;0.5;0.33203125;0.09375;0.1044921875;0.28515625;0.39453125;0.1083984375;0.34375;0.39453125;0.109375;0.3671875;0.39453125;0.1083984375;0.3828125;0.40234375;0.1083984375;0.3984375;0.41015625;0.1083984375;0.22265625;0.109375;0.02783203125;0.0283203125;0.10546875;0.09765625;0.02490234375;0.10546875;0.076171875;0.01611328125;0.7
123;89.03;123;0.171875;0.4375;0.859375;0.21484375;0.14453125;0.734375;0.859375;0.21484375;0.765625;0.859375;0.21484375;0.6015625;0.7265625;0.197265625;0.296875;0.59375;0.8125;0.21484375;0.6796875;0.8203125;0.216796875;0.703125;0.8046875;0.216796875;0.57421875;0.546875;0.171875;0.236328125;0.45703125;0.65625;0.1943359375;0.57421875;0.6796875;0.1953125;0.62109375;0.69140625;0.197265625;0.6640625;0.70703125;0.1962890625;0.6953125;0.73046875;0.1962890625;0.51953125;0.3671875;0.103515625;0.11376953125;0.34765625;0.283203125;0.07861328125;0.35546875;0.203125;0.03662109375;0.8;0.171875;0.453125;0.859375;0.21484375;0.1484375;0.703125;0.859375;0.21484375;0.734375;0.84375;0.21484375;0.578125;0.671875;0.185546875;0.259765625;0.5390625;0.7734375;0.20703125;0.6328125;0.78125;0.208984375;0.65625;0.765625;0.20703125;0.5;0.3359375;0.0947265625;0.1044921875;0.28515625;0.39453125;0.1083984375;0.33984375;0.39453125;0.109375;0.3671875;0.39453125;0.1083984375;0.38671875;0.40234375;0.109375;0.3984375;0.4140625;0.1083984375;0.22265625;0.109375;0.0283203125;0.0283203125;0.10546875;0.09765625;0.025390625;0.10546875;0.080078125;0.0166015625;0.7
124;89.4;124;0.1875;0.4375;0.859375;0.21484375;0.14453125;0.734375;0.859375;0.21484375;0.765625;0.859375;0.21484375;0.609375;0.7265625;0.19921875;0.296875;0.59375;0.8203125;0.21484375;0.6796875;0.828125;0.216796875;0.703125;0.8125;0.216796875;0.57421875;0.54296875;0.1708984375;0.2373046875;0.45703125;0.65625;0.1943359375;0.57421875;0.6796875;0.1953125;0.62109375;0.69140625;0.1962890625;0.6640625;0.7109375;0.1962890625;0.69140625;0.73046875;0.197265625;0.51953125;0.369140625;0.10400390625;0.11376953125;0.3515625;0.287109375;0.07958984375;0.359375;0.208984375;0.0380859375;0.8;0.171875;0.453125;0.859375;0.21484375;0.1484375;0.71875;0.859375;0.21484375;0.75;0.859375;0.21484375;0.578125;0.671875;0.185546875;0.259765625;0.5390625;0.7734375;0.20703125;0.6328125;0.78125;0.208984375;0.65625;0.765625;0.20703125;0.5;0.3359375;0.0947265625;0.1044921875;0.28515625;0.39453125;0.109375;0.33984375;0.39453125;0.109375;0.3671875;0.39453125;0.1083984375;0.38671875;0.40234375;0.1083984375;0.3984375;0.41015625;0.107421875;0.220703125;0.109375;0.0283203125;0.0283203125;0.10546875;0.09765625;0.025390625;0.10546875;0.078125;0.0166015625;0.7
125;89.04;125;0.171875;0.4375;0.859375;0.21484375;0.14453125;0.734375;0.859375;0.21484375;0.765625;0.859375;0.21484375;0.609375;0.7265625;0.19921875;0.296875;0.59375;0.8125;0.21484375;0.6796875;0.8203125;0.216796875;0.703125;0.8125;0.216796875;0.57421875;0.5390625;0.1708984375;0.2373046875;0.45703125;0.65234375;0.1923828125;0.56640625;0.671875;0.1943359375;0.62109375;0.68359375;0.1943359375;0.65625;0.703125;0.193359375;0.6875;0.72265625;0.1943359375;0.51171875;0.361328125;0.10205078125;0.1123046875;0.33984375;0.275390625;0.076171875;0.345703125;0.193359375;0.03466796875;0.8;0.171875;0.453125;0.859375;0.21484375;0.1484375;0.71875;0.859375;0.21484375;0.75;0.859375;0.21484375;0.578125;0.671875;0.185546875;0.259765625;0.5390625;0.7734375;0.205078125;0.6328125;0.78125;0.208984375;0.65625;0.765625;0.20703125;0.5;0.3359375;0.0947265625;0.1044921875;0.28515625;0.39453125;0.1083984375;0.34375;0.39453125;0.1083984375;0.3671875;0.39453125;0.1083984375;0.3828125;0.40234375;0.1083984375;0.3984375;0.41015625;0.1083984375;0.220703125;0.109375;0.0283203125;0.0283203125;0.10546875;0.09765625;0.02490234375;0.10546875;0.078125;0.01611328125;0.7
126;89.12;126;0.1875;0.4375;0.859375;0.21484375;0.14453125;0.734375;0.859375;0.21484375;0.765625;0.859375;0.21484375;0.609375;0.7265625;0.19921875;0.298828125;0.59375;0.8203125;0.21484375;0.6796875;0.828125;0.216796875;0.703125;0.8125;0.216796875;0.57421875;0.546875;0.171875;0.236328125;0.453125;0.66015625;0.193359375;0.57421875;0.68359375;0.1953125;0.625;0.69140625;0.1962890625;0.6640625;0.70703125;0.1962890625;0.69140625;0.7265625;0.1953125;0.517578125;0.365234375;0.10302734375;0.11279296875;0.34765625;0.283203125;0.07861328125;0.353515625;0.20703125;0.0380859375;0.8;0.171875;0.453125;0.859375;0.21484375;0.1484375;0.71875;0.859375;0.21484375;0.734375;0.859375;0.21484375;0.578125;0.671875;0.185546875;0.259765625;0.5390625;0.7734375;0.20703125;0.6328125;0.78125;0.208984375;0.65625;0.765625;0.20703125;0.5;0.33203125;0.0947265625;0.1044921875;0.28125;0.390625;0.1083984375;0.34375;0.39453125;0.1083984375;0.3671875;0.39453125;0.1083984375;0.3828125;0.40234375;0.1083984375;0.3984375;0.41015625;0.1083984375;0.220703125;0.109375;0.02783203125;0.0283203125;0.10546875;0.09765625;0.02490234375;0.10546875;0.078125;0.01611328125;0.7
127;89.13;127;0.1875;0.4375;0.859375;0.21484375;0.14453125;0.734375;0.859375;0.21484375;0.765625;0.859375;0.21484375;0.6015625;0.7265625;0.197265625;0.296875;0.59375;0.8203125;0.21484375;0.6796875;0.8203125;0.216796875;0.703125;0.8125;0.216796875;0.57421875;0.5390625;0.1708984375;0.236328125;0.45703125;0.65234375;0.193359375;0.57421875;0.6796875;0.1962890625;0.625;0.69140625;0.1962890625;0.6640625;0.7109375;0.197265625;0.6953125;0.73046875;0.1962890625;0.521484375;0.3671875;0.1044921875;0.11328125;0.349609375;0.2890625;0.080078125;0.359375;0.208984375;0.03857421875;0.8;0.171875;0.453125;0.859375;0.21484375;0.1484375;0.71875;0.859375;0.21484375;0.734375;0.84375;0.21484375;0.578125;0.6640625;0.185546875;0.259765625;0.5390625;0.7734375;0.20703125;0.6328125;0.7890625;0.208984375;0.65625;0.765625;0.20703125;0.5;0.3359375;0.09375;0.1044921875;0.28125;0.39453125;0.1083984375;0.34375;0.3984375;0.109375;0.37109375;0.3984375;0.109375;0.38671875;0.40625;0.109375;0.40234375;0.4140625;0.109375;0.22265625;0.109375;0.0283203125;0.0283203125;0.10546875;0.09765625;0.02490234375;0.10546875;0.078125;0.01611328125;0.7
128;89.21;128;0.1875;0.453125;0.859375;0.21484375;0.1484375;0.734375;0.859375;0.21484375;0.765625;0.859375;0.21484375;0.609375;0.7265625;0.19921875;0.298828125;0.59375;0.8203125;0.21484375;0.6796875;0.8203125;0.216796875;0.703125;0.8125;0.216796875;0.57421875;0.546875;0.171875;0.2373046875;0.4609375;0.66015625;0.1943359375;0.578125;0.6875;0.1962890625;0.625;0.69140625;0.1962890625;0.6640625;0.7109375;0.197265625;0.69140625;0.734375;0.197265625;0.51953125;0.369140625;0.10400390625;0.11376953125;0.349609375;0.291015625;0.08056640625;0.361328125;0.212890625;0.03857421875;0.8;0.171875;0.453125;0.84375;0.21484375;0.1484375;0.71875;0.859375;0.21484375;0.734375;0.84375;0.21484375;0.578125;0.671875;0.185546875;0.259765625;0.5390625;0.78125;0.20703125;0.6328125;0.7890625;0.208984375;0.65625;0.765625;0.20703125;0.5;0.3359375;0.0947265625;0.103515625;0.28515625;0.39453125;0.109375;0.34375;0.39453125;0.109375;0.37109375;0.3984375;0.1083984375;0.390625;0.40234375;0.1083984375;0.40234375;0.41015625;0.1083984375;0.22265625;0.109375;0.0283203125;0.0283203125;0.10546875;0.09765625;0.02490234375;0.10546875;0.078125;0.0166015625;0.7
129;89.01;129;0.1875;0.4375;0.859375;0.21484375;0.14453125;0.734375;0.875;0.21484375;0.765625;0.859375;0.21484375;0.609375;0.7265625;0.197265625;0.298828125;0.59375;0.8203125;0.21484375;0.6796875;0.828125;0.216796875;0.7109375;0.8125;0.216796875;0.57421875;0.5390625;0.1708984375;0.236328125;0.44921875;0.65234375;0.193359375;0.57421875;0.6796875;0.1943359375;0.62109375;0.68359375;0.1953125;0.66015625;0.70703125;0.1953125;0.69140625;0.7265625;0.193359375;0.515625;0.365234375;0.10302734375;0.11279296875;0.34765625;0.2890625;0.0810546875;0.357421875;0.212890625;0.0400390625;0.8;0.171875;0.453125;0.859375;0.21484375;0.1484375;0.71875;0.859375;0.21484375;0.734375;0.84375;0.21484375;0.578125;0.671875;0.185546875;0.259765625;0.5390625;0.7734375;0.20703125;0.6328125;0.78125;0.208984375;0.65625;0.765625;0.20703125;0.5;0.33203125;0.0947265625;0.103515625;0.28125;0.39453125;0.109375;0.34375;0.39453125;0.109375;0.3671875;0.3984375;0.109375;0.38671875;0.40234375;0.109375;0.40234375;0.4140625;0.1083984375;0.22265625;0.109375;0.0283203125;0.0283203125;0.10546875;0.099609375;0.025390625;0.107421875;0.080078125;0.01708984375;0.7
130;89.6;130;0.1875;0.4375;0.859375;0.21484375;0.14453125;0.734375;0.859375;0.21484375;0.75;0.859375;0.21484375;0.609375;0.7265625;0.197265625;0.294921875;0.59375;0.8203125;0.21484375;0.6796875;0.828125;0.216796875;0.703125;0.8125;0.216796875;0.57421875;0.54296875;0.171875;0.2373046875;0.45703125;0.65625;0.1943359375;0.578125;0.68359375;0.1962890625;0.625;0.6953125;0.197265625;0.66796875;0.71484375;0.197265625;0.69921875;0.7421875;0.1982421875;0.5234375;0.37109375;0.10400390625;0.11376953125;0.349609375;0.291015625;0.08056640625;0.357421875;0.212890625;0.03955078125;0.8;0.171875;0.453125;0.859375;0.21484375;0.14453125;0.71875;0.859375;0.21484375;0.734375;0.84375;0.21484375;0.578125;0.6640625;0.185546875;0.259765625;0.5390625;0.78125;0.20703125;0.6328125;0.78125;0.208984375;0.65625;0.765625;0.20703125;0.49609375;0.33203125;0.0947265625;0.103515625;0.28125;0.390625;0.1083984375;0.34375;0.390625;0.1083984375;0.3671875;0.3984375;0.1083984375;0.38671875;0.40234375;0.1083984375;0.3984375;0.4140625;0.1083984375;0.220703125;0.109375;0.0283203125;0.0283203125;0.10546875;0.09765625;0.025390625;0.10546875;0.080078125;0.01708984375;0.7
131;89.29;131;0.171875;0.4375;0.859375;0.21484375;0.14453125;0.734375;0.859375;0.21484375;0.75;0.859375;0.21484375;0.609375;0.7265625;0.197265625;0.294921875;0.59375;0.8203125;0.21484375;0.6796875;0.828125;0.216796875;0.703125;0.8125;0.216796875;0.57421875;0.5390625;0.171875;0.236328125;0.45703125;0.65234375;0.193359375;0.578125;0.67578125;0.1953125;0.62109375;0.68359375;0.1953125;0.6640625;0.7109375;0.1953125;0.69140625;0.7265625;0.1953125;0.517578125;0.3671875;0.10400390625;0.11376953125;0.34765625;0.28515625;0.07958984375;0.359375;0.2109375;0.03955078125;0.8;0.171875;0.453125;0.859375;0.21484375;0.14453125;0.71875;0.859375;0.21484375;0.734375;0.84375;0.21484375;0.578125;0.671875;0.185546875;0.259765625;0.5390625;0.7734375;0.20703125;0.6328125;0.78125;0.208984375;0.65625;0.765625;0.20703125;0.49609375;0.33203125;0.09375;0.103515625;0.28125;0.39453125;0.1083984375;0.33984375;0.39453125;0.109375;0.3671875;0.39453125;0.1083984375;0.38671875;0.40234375;0.1083984375;0.3984375;0.41015625;0.1083984375;0.220703125;0.109375;0.0283203125;0.0283203125;0.10546875;0.099609375;0.02587890625;0.10546875;0.08203125;0.017578125;0.7
132;89.22;132;0.1875;0.4375;0.859375;0.21484375;0.14453125;0.734375;0.859375;0.21484375;0.75;0.84375;0.21484375;0.609375;0.7265625;0.197265625;0.294921875;0.59375;0.8125;0.21484375;0.6796875;0.8203125;0.216796875;0.703125;0.8125;0.216796875;0.57421875;0.5390625;0.171875;0.2333984375;0.453125;0.65625;0.193359375;0.57421875;0.671875;0.1943359375;0.62109375;0.69140625;0.1953125;0.6640625;0.70703125;0.1953125;0.69140625;0.7265625;0.1943359375;0.513671875;0.36328125;0.10302734375;0.11279296875;0.345703125;0.28125;0.0791015625;0.3515625;0.201171875;0.03759765625;0.8;0.1875;0.453125;0.859375;0.21484375;0.1484375;0.71875;0.859375;0.21484375;0.734375;0.84375;0.21484375;0.578125;0.671875;0.185546875;0.259765625;0.5390625;0.7734375;0.20703125;0.6328125;0.78125;0.208984375;0.65625;0.765625;0.20703125;0.5;0.3359375;0.0947265625;0.103515625;0.28125;0.39453125;0.1083984375;0.34375;0.39453125;0.1083984375;0.3671875;0.39453125;0.1083984375;0.38671875;0.40234375;0.1083984375;0.3984375;0.41015625;0.107421875;0.220703125;0.109375;0.0283203125;0.0283203125;0.10546875;0.09765625;0.025390625;0.10546875;0.08203125;0.017578125;0.7
133;89.05;133;0.171875;0.4375;0.859375;0.21484375;0.14453125;0.734375;0.859375;0.21484375;0.75;0.859375;0.21484375;0.6015625;0.7265625;0.197265625;0.296875;0.59375;0.8125;0.212890625;0.6796875;0.8203125;0.216796875;0.703125;0.8125;0.216796875;0.57421875;0.54296875;0.1708984375;0.236328125;0.45703125;0.65625;0.193359375;0.57421875;0.6796875;0.1953125;0.625;0.6875;0.1962890625;0.6640625;0.70703125;0.1953125;0.69140625;0.7265625;0.1943359375;0.515625;0.3671875;0.103515625;0.11328125;0.349609375;0.287109375;0.080078125;0.35546875;0.205078125;0.0380859375;0.8;0.171875;0.453125;0.84375;0.21484375;0.1484375;0.71875;0.859375;0.21484375;0.734375;0.84375;0.21484375;0.578125;0.671875;0.185546875;0.259765625;0.5390625;0.7734375;0.20703125;0.6328125;0.78125;0.208984375;0.65625;0.765625;0.20703125;0.5;0.33203125;0.09375;0.103515625;0.28515625;0.39453125;0.1083984375;0.33984375;0.39453125;0.109375;0.3671875;0.39453125;0.1083984375;0.38671875;0.40234375;0.1083984375;0.3984375;0.41015625;0.1083984375;0.220703125;0.109375;0.0283203125;0.0283203125;0.10546875;0.099609375;0.025390625;0.10546875;0.080078125;0.01708984375;0.7
134;89.36;134;0.171875;0.4375;0.859375;0.21484375;0.14453125;0.734375;0.859375;0.21484375;0.75;0.84375;0.21484375;0.6015625;0.7265625;0.197265625;0.294921875;0.59375;0.8203125;0.21484375;0.6796875;0.8203125;0.216796875;0.703125;0.8125;0.216796875;0.5703125;0.5390625;0.1708984375;0.2353515625;0.45703125;0.65625;0.1943359375;0.578125;0.68359375;0.1953125;0.625;0.6953125;0.1962890625;0.6640625;0.7109375;0.1962890625;0.69140625;0.73046875;0.1962890625;0.51953125;0.3671875;0.103515625;0.11328125;0.34765625;0.2890625;0.0810546875;0.35546875;0.2109375;0.0390625;0.8;0.1875;0.453125;0.84375;0.21484375;0.1484375;0.71875;0.859375;0.21484375;0.734375;0.84375;0.21484375;0.578125;0.671875;0.185546875;0.259765625;0.546875;0.78125;0.20703125;0.6328125;0.78125;0.208984375;0.65625;0.765625;0.20703125;0.5;0.3359375;0.0947265625;0.1044921875;0.28515625;0.39453125;0.1083984375;0.34375;0.39453125;0.109375;0.3671875;0.39453125;0.1083984375;0.38671875;0.40625;0.1083984375;0.40234375;0.4140625;0.1083984375;0.220703125;0.109375;0.0283203125;0.0283203125;0.10546875;0.099609375;0.02587890625;0.10546875;0.08203125;0.017578125;0.7
135;89.43;135;0.1875;0.453125;0.859375;0.21484375;0.14453125;0.734375;0.859375;0.21484375;0.75;0.859375;0.21484375;0.609375;0.71875;0.197265625;0.294921875;0.59375;0.8203125;0.21484375;0.6796875;0.8203125;0.216796875;0.703125;0.8125;0.216796875;0.5703125;0.54296875;0.1708984375;0.2333984375;0.44921875;0.66015625;0.1943359375;0.57421875;0.68359375;0.1953125;0.625;0.69140625;0.1962890625;0.6640625;0.7109375;0.1962890625;0.69140625;0.73046875;0.1962890625;0.515625;0.369140625;0.103515625;0.11328125;0.349609375;0.29296875;0.08154296875;0.361328125;0.220703125;0.04345703125;0.8;0.1875;0.453125;0.84375;0.21484375;0.1484375;0.71875;0.859375;0.21484375;0.734375;0.84375;0.21484375;0.578125;0.671875;0.185546875;0.2578125;0.5390625;0.7734375;0.20703125;0.6328125;0.78125;0.208984375;0.65625;0.765625;0.20703125;0.49609375;0.3359375;0.0947265625;0.103515625;0.28125;0.39453125;0.1083984375;0.33984375;0.390625;0.109375;0.3671875;0.39453125;0.1083984375;0.38671875;0.40234375;0.1083984375;0.3984375;0.41015625;0.1083984375;0.220703125;0.109375;0.0283203125;0.0283203125;0.10546875;0.099609375;0.025390625;0.10546875;0.083984375;0.01806640625;0.7
136;89.67;136;0.171875;0.4375;0.859375;0.21484375;0.14453125;0.734375;0.859375;0.21484375;0.75;0.859375;0.21484375;0.6015625;0.7265625;0.197265625;0.29296875;0.59375;0.8125;0.21484375;0.6796875;0.8203125;0.216796875;0.703125;0.8046875;0.216796875;0.5703125;0.5390625;0.171875;0.2353515625;0.453125;0.65625;0.1943359375;0.57421875;0.68359375;0.1962890625;0.625;0.69140625;0.197265625;0.6640625;0.7109375;0.1982421875;0.6953125;0.73828125;0.1982421875;0.521484375;0.37109375;0.1044921875;0.11376953125;0.3515625;0.296875;0.0830078125;0.36328125;0.232421875;0.0458984375;0.8;0.1875;0.453125;0.84375;0.21484375;0.1484375;0.71875;0.859375;0.21484375;0.734375;0.84375;0.21484375;0.578125;0.671875;0.185546875;0.2578125;0.5390625;0.7734375;0.20703125;0.6328125;0.78125;0.208984375;0.65625;0.765625;0.20703125;0.5;0.33203125;0.0947265625;0.1044921875;0.28515625;0.390625;0.1083984375;0.33984375;0.390625;0.1083984375;0.3671875;0.39453125;0.1083984375;0.38671875;0.40234375;0.1083984375;0.3984375;0.4140625;0.1083984375;0.220703125;0.109375;0.0283203125;0.0283203125;0.10546875;0.099609375;0.025390625;0.107421875;0.08203125;0.01806640625;0.8
137;89.5;137;0.171875;0.4375;0.859375;0.21484375;0.14453125;0.734375;0.859375;0.21484375;0.765625;0.859375;0.21484375;0.609375;0.7265625;0.197265625;0.294921875;0.59375;0.8203125;0.21484375;0.6796875;0.8203125;0.216796875;0.703125;0.8125;0.216796875;0.57421875;0.546875;0.171875;0.23828125;0.45703125;0.66015625;0.1953125;0.578125;0.68359375;0.1962890625;0.62890625;0.6953125;0.197265625;0.66796875;0.7109375;0.1962890625;0.69921875;0.734375;0.1962890625;0.51953125;0.37109375;0.10400390625;0.1142578125;0.3515625;0.291015625;0.08056640625;0.359375;0.208984375;0.03857421875;0.8;0.1875;0.453125;0.84375;0.21484375;0.1484375;0.71875;0.859375;0.21484375;0.75;0.84375;0.21484375;0.578125;0.671875;0.185546875;0.2578125;0.5390625;0.7734375;0.20703125;0.6328125;0.78125;0.208984375;0.65625;0.765625;0.20703125;0.5;0.33203125;0.0947265625;0.1044921875;0.28125;0.390625;0.1083984375;0.33984375;0.390625;0.1083984375;0.3671875;0.39453125;0.1083984375;0.38671875;0.40234375;0.1083984375;0.3984375;0.4140625;0.1083984375;0.220703125;0.109375;0.0283203125;0.0283203125;0.10546875;0.099609375;0.02587890625;0.10546875;0.08203125;0.01806640625;0.7
138;89.1;138;0.1875;0.453125;0.859375;0.21484375;0.14453125;0.734375;0.859375;0.21484375;0.765625;0.859375;0.21484375;0.609375;0.7265625;0.197265625;0.294921875;0.5859375;0.8125;0.21484375;0.6796875;0.8203125;0.216796875;0.703125;0.8125;0.216796875;0.57421875;0.54296875;0.1708984375;0.236328125;0.453125;0.65625;0.193359375;0.578125;0.68359375;0.1962890625;0.625;0.69140625;0.197265625;0.6640625;0.7109375;0.1962890625;0.6953125;0.73046875;0.1962890625;0.517578125;0.369140625;0.103515625;0.11328125;0.34765625;0.28515625;0.07861328125;0.353515625;0.2109375;0.03955078125;0.8;0.1875;0.453125;0.859375;0.21484375;0.1484375;0.71875;0.859375;0.21484375;0.75;0.84375;0.21484375;0.578125;0.671875;0.185546875;0.259765625;0.5390625;0.7734375;0.20703125;0.6328125;0.7890625;0.208984375;0.65625;0.765625;0.20703125;0.50390625;0.3359375;0.09375;0.1044921875;0.28125;0.390625;0.1083984375;0.33984375;0.390625;0.109375;0.3671875;0.39453125;0.1083984375;0.38671875;0.40234375;0.1083984375;0.40234375;0.4140625;0.1083984375;0.220703125;0.111328125;0.0283203125;0.0283203125;0.107421875;0.099609375;0.02587890625;0.107421875;0.08203125;0.01806640625;0.7
139;89.24;139;0.171875;0.4375;0.859375;0.21484375;0.14453125;0.734375;0.859375;0.21484375;0.765625;0.859375;0.21484375;0.609375;0.7265625;0.19921875;0.296875;0.59375;0.8203125;0.21484375;0.6796875;0.828125;0.216796875;0.7109375;0.8125;0.216796875;0.578125;0.55078125;0.171875;0.2373046875;0.45703125;0.66015625;0.1943359375;0.578125;0.68359375;0.1962890625;0.62890625;0.6953125;0.1962890625;0.66796875;0.7109375;0.197265625;0.6953125;0.734375;0.1982421875;0.521484375;0.37109375;0.1044921875;0.11474609375;0.353515625;0.294921875;0.08349609375;0.36328125;0.23046875;0.0458984375;0.8;0.1875;0.453125;0.859375;0.21484375;0.1484375;0.71875;0.859375;0.21484375;0.75;0.84375;0.21484375;0.578125;0.671875;0.185546875;0.259765625;0.5390625;0.7734375;0.20703125;0.6328125;0.78125;0.208984375;0.65625;0.765625;0.20703125;0.5;0.3359375;0.0947265625;0.1044921875;0.28125;0.390625;0.1083984375;0.33984375;0.390625;0.1083984375;0.36328125;0.39453125;0.107421875;0.3828125;0.40234375;0.1083984375;0.3984375;0.4140625;0.1083984375;0.220703125;0.109375;0.0283203125;0.0283203125;0.10546875;0.099609375;0.02587890625;0.10546875;0.083984375;0.01806640625;0.7
