;Epoch;test_accuracy;train-saturation_features-0;train-saturation_features-4;train-saturation_features-8;train-saturation_features-11;train-saturation_features-15;train-saturation_features-18;train-saturation_features-21;train-saturation_features-24;train-saturation_features-28;train-saturation_features-31;train-saturation_features-34;train-saturation_features-37;train-saturation_features-40;train-saturation_features-43;train-saturation_features-46;train-saturation_features-49;train-saturation_classifier;eval-saturation_features-0;eval-saturation_features-4;eval-saturation_features-8;eval-saturation_features-11;eval-saturation_features-15;eval-saturation_features-18;eval-saturation_features-21;eval-saturation_features-24;eval-saturation_features-28;eval-saturation_features-31;eval-saturation_features-34;eval-saturation_features-37;eval-saturation_features-40;eval-saturation_features-43;eval-saturation_features-46;eval-saturation_features-49;eval-saturation_classifier
0;0;32.91;0.125;0.796875;0.84375;0.9296875;0.890625;0.9375;0.9453125;0.953125;0.71875;0.75;0.755859375;0.755859375;0.748046875;0.7421875;0.740234375;0.7421875;0.3;0.125;0.78125;0.84375;0.9296875;0.890625;0.9375;0.9453125;0.94921875;0.7578125;0.791015625;0.798828125;0.794921875;0.787109375;0.779296875;0.775390625;0.775390625;0.3
1;1;42.83;0.125;0.78125;0.84375;0.9296875;0.890625;0.9375;0.9453125;0.94921875;0.7109375;0.736328125;0.73828125;0.73046875;0.71875;0.7109375;0.705078125;0.708984375;0.3;0.125;0.78125;0.84375;0.9296875;0.89453125;0.9375;0.9453125;0.94921875;0.751953125;0.78125;0.78125;0.775390625;0.76171875;0.751953125;0.748046875;0.74609375;0.4
2;2;48.78;0.125;0.78125;0.84375;0.9296875;0.89453125;0.9375;0.9453125;0.94921875;0.7109375;0.73828125;0.734375;0.724609375;0.71484375;0.705078125;0.705078125;0.708984375;0.5;0.125;0.78125;0.84375;0.9296875;0.89453125;0.9375;0.9453125;0.94921875;0.751953125;0.77734375;0.775390625;0.765625;0.75390625;0.744140625;0.7421875;0.7421875;0.5
3;3;54.0;0.125;0.78125;0.84375;0.9296875;0.89453125;0.9375;0.9453125;0.94921875;0.70703125;0.728515625;0.72265625;0.7109375;0.6953125;0.685546875;0.685546875;0.6875;0.5;0.125;0.78125;0.84375;0.9296875;0.890625;0.9375;0.9453125;0.9453125;0.744140625;0.76953125;0.763671875;0.751953125;0.73828125;0.728515625;0.7265625;0.734375;0.5
4;4;57.79;0.125;0.796875;0.8515625;0.9296875;0.89453125;0.9375;0.9453125;0.94921875;0.705078125;0.7265625;0.71875;0.703125;0.6875;0.6796875;0.6796875;0.689453125;0.5;0.125;0.78125;0.8515625;0.9296875;0.890625;0.9375;0.94140625;0.9453125;0.740234375;0.763671875;0.755859375;0.744140625;0.728515625;0.71875;0.71875;0.724609375;0.6
5;5;60.48;0.125;0.796875;0.84375;0.9296875;0.890625;0.93359375;0.94140625;0.9453125;0.69921875;0.71875;0.70703125;0.693359375;0.677734375;0.671875;0.671875;0.68359375;0.6;0.125;0.796875;0.84375;0.9296875;0.890625;0.93359375;0.94140625;0.9453125;0.736328125;0.7578125;0.75;0.736328125;0.71875;0.708984375;0.708984375;0.71484375;0.6
6;6;61.9;0.125;0.796875;0.8515625;0.9296875;0.890625;0.93359375;0.94140625;0.9453125;0.701171875;0.720703125;0.7109375;0.6953125;0.677734375;0.671875;0.671875;0.685546875;0.6;0.125;0.796875;0.84375;0.9296875;0.890625;0.93359375;0.94140625;0.9453125;0.73828125;0.76171875;0.75;0.736328125;0.720703125;0.7109375;0.7109375;0.71875;0.6
7;7;63.52;0.109375;0.796875;0.8515625;0.9296875;0.89453125;0.9375;0.9453125;0.9453125;0.70703125;0.724609375;0.712890625;0.69921875;0.681640625;0.673828125;0.677734375;0.693359375;0.6;0.125;0.796875;0.8515625;0.9296875;0.890625;0.93359375;0.94140625;0.9453125;0.736328125;0.7578125;0.74609375;0.728515625;0.71484375;0.703125;0.705078125;0.716796875;0.6
8;8;65.16;0.125;0.796875;0.8515625;0.9296875;0.890625;0.93359375;0.94140625;0.9453125;0.69921875;0.716796875;0.705078125;0.689453125;0.671875;0.6640625;0.666015625;0.681640625;0.6;0.125;0.796875;0.8515625;0.9296875;0.890625;0.93359375;0.94140625;0.94140625;0.73046875;0.75;0.73828125;0.720703125;0.705078125;0.6953125;0.69921875;0.7109375;0.6
9;9;66.85;0.125;0.796875;0.8515625;0.9296875;0.890625;0.93359375;0.94140625;0.9453125;0.697265625;0.716796875;0.703125;0.68359375;0.66796875;0.66015625;0.662109375;0.67578125;0.6;0.125;0.796875;0.8515625;0.9296875;0.88671875;0.93359375;0.94140625;0.94140625;0.73046875;0.751953125;0.740234375;0.724609375;0.708984375;0.69921875;0.705078125;0.716796875;0.6
10;10;68.32;0.125;0.78125;0.84375;0.921875;0.88671875;0.9296875;0.94140625;0.94140625;0.6953125;0.7109375;0.697265625;0.681640625;0.66015625;0.650390625;0.65234375;0.666015625;0.6;0.125;0.796875;0.8515625;0.921875;0.88671875;0.9296875;0.9375;0.94140625;0.728515625;0.748046875;0.736328125;0.71875;0.701171875;0.689453125;0.6953125;0.708984375;0.7
11;11;68.1;0.125;0.796875;0.84375;0.921875;0.88671875;0.9296875;0.94140625;0.94140625;0.69140625;0.7109375;0.697265625;0.6796875;0.6640625;0.65234375;0.658203125;0.673828125;0.7;0.125;0.796875;0.8515625;0.921875;0.8828125;0.9296875;0.9375;0.94140625;0.728515625;0.75;0.740234375;0.72265625;0.703125;0.693359375;0.69921875;0.712890625;0.7
12;12;69.17;0.125;0.796875;0.8515625;0.921875;0.88671875;0.9296875;0.9375;0.94140625;0.689453125;0.70703125;0.693359375;0.677734375;0.658203125;0.65234375;0.658203125;0.6796875;0.7;0.125;0.796875;0.8515625;0.921875;0.8828125;0.9296875;0.9375;0.9375;0.7265625;0.74609375;0.734375;0.71875;0.69921875;0.689453125;0.697265625;0.7109375;0.7
